Valueset OID,Code,Display,Code System OID,Status,Date,FHIR ValueSet Identifier,FHIR Code System URI
,RPLC,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/xds-relationship-type,http://hl7.org/fhir/xds-relationship-type
,XFRM,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/xds-relationship-type,http://hl7.org/fhir/xds-relationship-type
,XFRM_RPLC,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/xds-relationship-type,http://hl7.org/fhir/xds-relationship-type
,signs,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/xds-relationship-type,http://hl7.org/fhir/xds-relationship-type
,Address,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Age,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Attachment,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,CodeableConcept,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Coding,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Contact,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Count,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Distance,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Duration,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Extension,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,HumanName,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Identifier,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Money,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Narrative,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Period,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Quantity,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Range,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Ratio,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,ResourceReference,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,SampledData,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Schedule,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,base64Binary,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,boolean,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,code,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,date,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,dateTime,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,decimal,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,id,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,instant,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,integer,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,oid,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,string,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,uri,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,uuid,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,AdverseReaction,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Alert,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,AllergyIntolerance,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,CarePlan,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Composition,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,ConceptMap,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Condition,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Conformance,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Device,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,DeviceObservationReport,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,DiagnosticOrder,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,DiagnosticReport,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,DocumentManifest,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,DocumentReference,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Encounter,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,FamilyHistory,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Group,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,ImagingStudy,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Immunization,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,ImmunizationRecommendation,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,List,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Location,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Media,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Medication,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,MedicationAdministration,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,MedicationDispense,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,MedicationPrescription,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,MedicationStatement,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,MessageHeader,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Observation,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,OperationOutcome,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Order,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,OrderResponse,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Organization,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Other,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Patient,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Practitioner,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Procedure,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Profile,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Provenance,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Query,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Questionnaire,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,RelatedPerson,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,SecurityEvent,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Specimen,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Substance,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,Supply,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,ValueSet,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/defined-types,http://hl7.org/fhir/defined-types
,usual,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/name-use,http://hl7.org/fhir/name-use
,official,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/name-use,http://hl7.org/fhir/name-use
,temp,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/name-use,http://hl7.org/fhir/name-use
,nickname,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/name-use,http://hl7.org/fhir/name-use
,anonymous,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/name-use,http://hl7.org/fhir/name-use
,old,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/name-use,http://hl7.org/fhir/name-use
,maiden,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/name-use,http://hl7.org/fhir/name-use
,required,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/binding-conformance,http://hl7.org/fhir/binding-conformance
,preferred,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/binding-conformance,http://hl7.org/fhir/binding-conformance
,example,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/binding-conformance,http://hl7.org/fhir/binding-conformance
,inpatient,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/encounter-class,http://hl7.org/fhir/encounter-class
,outpatient,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/encounter-class,http://hl7.org/fhir/encounter-class
,ambulatory,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/encounter-class,http://hl7.org/fhir/encounter-class
,emergency,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/encounter-class,http://hl7.org/fhir/encounter-class
,home,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/encounter-class,http://hl7.org/fhir/encounter-class
,field,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/encounter-class,http://hl7.org/fhir/encounter-class
,daytime,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/encounter-class,http://hl7.org/fhir/encounter-class
,virtual,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/encounter-class,http://hl7.org/fhir/encounter-class
,diet,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/care-plan-activity-category,http://hl7.org/fhir/care-plan-activity-category
,drug,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/care-plan-activity-category,http://hl7.org/fhir/care-plan-activity-category
,encounter,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/care-plan-activity-category,http://hl7.org/fhir/care-plan-activity-category
,observation,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/care-plan-activity-category,http://hl7.org/fhir/care-plan-activity-category
,procedure,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/care-plan-activity-category,http://hl7.org/fhir/care-plan-activity-category
,supply,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/care-plan-activity-category,http://hl7.org/fhir/care-plan-activity-category
,other,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/care-plan-activity-category,http://hl7.org/fhir/care-plan-activity-category
,1,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/object-type,http://hl7.org/fhir/object-type
,2,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/object-type,http://hl7.org/fhir/object-type
,3,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/object-type,http://hl7.org/fhir/object-type
,4,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/object-type,http://hl7.org/fhir/object-type
,drugadmin,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/exposureType,http://hl7.org/fhir/exposureType
,immuniz,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/exposureType,http://hl7.org/fhir/exposureType
,coincidental,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/exposureType,http://hl7.org/fhir/exposureType
,requested,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/diagnostic-order-status,http://hl7.org/fhir/diagnostic-order-status
,received,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/diagnostic-order-status,http://hl7.org/fhir/diagnostic-order-status
,accepted,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/diagnostic-order-status,http://hl7.org/fhir/diagnostic-order-status
,in progress,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/diagnostic-order-status,http://hl7.org/fhir/diagnostic-order-status
,review,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/diagnostic-order-status,http://hl7.org/fhir/diagnostic-order-status
,completed,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/diagnostic-order-status,http://hl7.org/fhir/diagnostic-order-status
,suspended,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/diagnostic-order-status,http://hl7.org/fhir/diagnostic-order-status
,rejected,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/diagnostic-order-status,http://hl7.org/fhir/diagnostic-order-status
,failed,,,draft,2014-09-30T18:09:16.976+10:00,http://hl7.org/fhir/vs/diagnostic-order-status,http://hl7.org/fhir/diagnostic-order-status
,Address,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Age,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Attachment,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,CodeableConcept,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Coding,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Contact,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Count,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Distance,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Duration,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Extension,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,HumanName,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Identifier,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Money,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Narrative,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Period,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Quantity,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Range,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Ratio,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,ResourceReference,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,SampledData,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,Schedule,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,base64Binary,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,boolean,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,code,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,date,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,dateTime,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,decimal,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,id,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,instant,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,integer,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,oid,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,string,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,uri,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,uuid,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/data-types,http://hl7.org/fhir/data-types
,photo,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/media-type,http://hl7.org/fhir/media-type
,video,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/media-type,http://hl7.org/fhir/media-type
,audio,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/media-type,http://hl7.org/fhir/media-type
,draft,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/resource-profile-status,http://hl7.org/fhir/resource-profile-status
,active,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/resource-profile-status,http://hl7.org/fhir/resource-profile-status
,retired,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/resource-profile-status,http://hl7.org/fhir/resource-profile-status
,home,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/address-use,http://hl7.org/fhir/address-use
,work,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/address-use,http://hl7.org/fhir/address-use
,temp,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/address-use,http://hl7.org/fhir/address-use
,old,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/address-use,http://hl7.org/fhir/address-use
,planned,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/encounter-state,http://hl7.org/fhir/encounter-state
,in progress,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/encounter-state,http://hl7.org/fhir/encounter-state
,onleave,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/encounter-state,http://hl7.org/fhir/encounter-state
,finished,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/encounter-state,http://hl7.org/fhir/encounter-state
,cancelled,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/encounter-state,http://hl7.org/fhir/encounter-state
,decimal,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,integer,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,boolean,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,date,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,string,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,dateTime,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,instant,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,single-choice,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,multiple-choice,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,open-single-choice,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,open-multiple-choice,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/answer-format,http://hl7.org/fhir/answer-format
,personal,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/composition-attestation-mode,http://hl7.org/fhir/composition-attestation-mode
,professional,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/composition-attestation-mode,http://hl7.org/fhir/composition-attestation-mode
,legal,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/composition-attestation-mode,http://hl7.org/fhir/composition-attestation-mode
,official,,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/composition-attestation-mode,http://hl7.org/fhir/composition-attestation-mode
,1,Patient,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,2,Location,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,3,Report,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,4,Resource,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,5,Master file,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,6,User,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,7,List,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,8,Doctor,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,9,Subscriber,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,10,Guarantor,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,11,Security User Entity,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,12,Security User Group,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,13,Security Resource,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,14,Security Granularity Definition,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,15,Practitioner,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
,16,Data Destination,,draft,2014-09-30T18:09:16.977+10:00,http://hl7.org/fhir/vs/object-role,http://hl7.org/fhir/object-role
